result shown in seconds
totalTime: 18.9182205
joinFiles: 1.1538663
parsingDonationsFile: 12.4776825
parsingDonorsFile: 5.2866705
--------- results ---------
,1.7681222739999976E7
Marthaville,10.0
Isle Of Palms,19859.99
Peosta,1378.16
Elmwood,2304.6200000000003
Nisula,0.0
Kirkland,260152.93
Roulette,25.0
Silverdale,10853.61
Hyattsville,64210.11999999999
Vicco,22789.859999999997
Brook Park,315.0
Bancroft,1482.4299999999998
Early,4499.7300000000005
Apple River,398.73
Lopez,50.0
Schuylkill Haven,1238.0
San Martin,6398.37
Walworth,2570.4300000000003
Cerulean,20.0
Canandaigua,10703.320000000002
Strabane,145.0
Circle Pines,11208.220000000001
Brush,737.5
Beech Creek,150.0
Great Cacapon,125.0
Minneapolis,1168319.04
Andover,99190.51000000001
Earle,400.0
Jacksontown,100.0
Witt,505.52
Medway,9033.960000000001
Rollinsville,1797.87
Shady Cove,2475.06
Corbettsville,25.0
Lyman,11420.44
Mount Ayr,1522.24
Wise,3396.04
Cylinder,188.91
Callao,421.88
Wedowee,1671.0
McNabb,95.0
Naval Air Station/ Jrb,25.0
Eagle Rock,17897.889999999996
Poyen,704.0799999999999
Santa Ynez,10121.18
Gervais,639.0
Willits,5070.1900000000005
Snowmass Village,947.74
Sneads,106.47999999999999
Tipp City,6145.549999999999
Elsmore,1195.0
Jensen,100.0
Clairton,6375.780000000001
Rothsay,1559.1399999999999
Harborcreek,752.31
Konawa,2263.63
Gonzales,33952.799999999996
Bentonia,436.0
Hyden,225.0
Cudahy,6024.93
Deford,530.0
Jonestown,1328.49
Gonzalez,225.0
Avinger,363.0
Clancy,3658.49
Huntington Woods,9397.58
Watkinsville,31097.590000000004
Cotter,205.0
Whitesburg,2041.93
Marbury,320.0
Ucon,50.0
Ypsilanti,89925.87000000001
Avila Beach,1518.2
Waynesfield,454.44
Susanville,2084.91
El Centro,7047.639999999999
West Rutland,310.0
Abiquiu,425.0
Yancey,78.0
Harbeson,2086.48
East New Market,500.0
Bearcreek,25.0
Horntown,20.0
Winter Garden,41656.96000000001
Shoals,6545.5
Wylie,32108.67
Boley,79.0
Ellisville,1697.24
La Barge,50.0
West Covina,83024.53000000004
Hobart,20803.239999999998
Bruno,10.0
Thornton,36957.75
Cedar Brook,952.6500000000001
Alief,489.13
Mineral City,40.0
Olmsted,20.0
Thiensville,18030.940000000002
Goodrich,2738.1800000000003
Peabody,29898.25
Anoka,11379.65
Slab Fork,40.0
Doerun,330.0
Bishopville,3684.0899999999997
Waunakee,21419.859999999997
Pigeon Forge,1805.6
Whitmore Lake,5654.36
Hydes,130.0
Foreston,429.69
Dukedom,200.0
Orgas,45.0
Ceiba,109.0
Rockport,11536.21
Chilcoot,0.0
Copperopolis,1005.56
Organ,1599.82
Lorimor,150.0
Pea Ridge,2634.65
Pisgah,1183.21
Gaastra,205.0
Thatcher,1728.29
Chambers,95.0
Alice,2705.4700000000003
Tracys Landing,798.79
McAllister,50.0
Walker,11472.62
Lunenburg,7112.0
White Salmon,4247.03
Huffman,20377.809999999998
Cocoa Beach,26552.700000000004
Randlett,140.0
Ishpeming,29879.829999999998
La Vista,6509.66
West Olive,3528.29
Claridge,351.56
Clarks Grove,300.0
Guston,318.82
Dudley,7113.28
McCall,1958.8600000000001
Eden Valley,278.58000000000004
Pleasant Plains,2122.0
Rainsville,2835.83
Fannettsburg,100.0
Twentynine Palms,15048.11
Little Falls,24148.539999999997
Turtletown,79.0
Brule,105.0
Stevensville,34550.369999999995
Springhill,1725.33
Merrillan,1196.96
Vichy,848.7
Woolstock,50.0
White Pine,5616.23
Decherd,2365.75
Talladega,9253.69
Emigsville,8.0
Yellow Jacket,25.0
Lehighton,3883.2799999999997
Plaquemine,3798.92
Hill City,854.39
Satartia,50.0
Riderwood,80.0
Spokane,215512.14999999997
Achille,180.0
East Newport,10.0
West Nottingham,411.88
Thicket,60.0
Hopedale,6181.660000000001
Westmont,22001.760000000006
Fort Leonard Wood,1200.09
Rexford,1794.57
Martinsdale,509.09999999999997
Sadsburyville,25.0
Elk Garden,50.0
Loleta,1411.87
Sunray,385.0
McCormick,4685.53
Mackey,133.0
Florala,276.23
Nyack,13294.9
Bruin,175.0
Sugarloaf,665.0
Bethel Springs,700.0
Youngsville,26943.380000000005
Chaptico,30.0
Markleton,60.0
Friedheim,25.0
Cotton,170.0
Willow Spring,13462.88
Woodacre,2028.1599999999999
Yoakum,2173.8599999999997
Davenport,44273.560000000005
Bensalem,67871.66
Suitland,7856.78
Albert City,110.0
Meadowlands,40.0
Mahnomen,425.0
Greenleaf,859.56
Sorrento,7982.67
South Barre,115.0
Westlake Village,27069.660000000007
Beaver Crossing,100.0
Mooreville,3733.3799999999997
Kamrar,150.0
Lefors,100.0
Plantersville,1602.33
Abilene,41967.03
Lovelady,1701.0
Orange Lake,90.0
Rowena,200.0
Oslo,766.15
Edgard,46.53
Mill Neck,1695.0
Fernandina Beach,21329.989999999998
Kintnersville,370.0
Erath,21430.180000000004
Camp Meeker,161.17000000000002
Ochelata,1210.65
Stewartstown,2423.0
Lithonia,37496.56999999999
Westboro,294.28
Ladonia,320.0
Mackay,1684.28
Mannford,7757.450000000001
Huntland,91.0
Mentor,32953.70999999999
Cashmere,1471.33
Phillips,982.01
Loxley,3936.44
Homedale,808.27
Millersburg,8716.28
Thompson Falls,1150.8600000000001
Potts Camp,702.02
Patch Grove,30.0
Northfield,27224.5
Millington,16402.620000000003
Upper Sandusky,1438.0
Davison,19115.24
Bourbon,1154.51
Lumberville,616.61
Trapper Creek,200.0
Morganfield,1254.81
Newville,5414.280000000001
Tyrone,7124.740000000001
Romeo,8317.66
Bruce,1753.0700000000002
Grosse Pointe,54916.76000000001
Whitsett,9593.84
Lonoke,4629.29
Hydro,3048.17
Grand Bay,24892.589999999997
Salado,2246.37
Sac City,70.0
Haleiwa,30836.49
El Dorado,16056.990000000002
Admire,239.29
Stone Ridge,2390.1900000000005
St. Robert,3004.69
Virden,1319.72
Avera,40.0
Ridgefield,65939.93000000001
Pleasant City,1490.1599999999999
Kossuth,50.0
Haverford,41540.02999999999
Everly,50.0
Terre Hill,783.95
Wyalusing,424.0
Frankford,3968.82
Mill Creek,735.0
Harwood Heights,5671.290000000001
Vansant,455.0
Belvidere Center,256.0
Frankfort,91615.54000000002
Avery,3230.39
Linthicum Heights,7421.26
Braymer,1205.0
Pittstown,785.5699999999999
Worland,4280.14
Boys Ranch,0.0
Spooner,22684.07
Bay Saint Louis,16208.33
Doyline,1636.34
Skagway,275.0
White Sands Missile Range,105.0
Owings,8215.53
Coupland,455.0
Pierceton,255.0
Orange Springs,295.0
Croton,195.74
Deville,1823.47
Baraboo,10290.25
Pinehurst,24154.770000000004
Ethan,385.0
Washingtonville,2215.3500000000004
Pinellas Park,12987.069999999998
Milldale,50.0
Starks,300.0
Whittier,220465.13999999993
Sherman Oaks,172882.31999999992
Uxbridge,7447.9800000000005
Harrington Park,7457.599999999999
Lagro,450.0
Edwards,12752.08
Point Of Rocks,3952.97
Rosiclare,100.0
Blue Springs,61202.9
Shell Lake,669.24
Starke,3069.4300000000003
Muscoda,511.87
Hallwood,0.0
Cross Hill,1591.0900000000001
Osteen,834.0
White Rock,778.8399999999999
Nacogdoches,17978.93
Warnerville,50.0
Vestaburg,230.0
Ancram,1660.99
Naubinway,25.0
Point Pleasant Beach,9099.11
Cheraw,13511.249999999998
Kanab,2389.22
Angelica,95.0
Amesville,50.0
Cherryville,6686.49
Mount Alto,2245.41
Exton,19715.589999999997
Inwood,10507.3
Cabo Rojo,260.0
Nanuet,17805.48
Slanesville,465.0
Camp Pendleton,135.0
Coffee Springs,354.75
Annandale,73666.23999999996
Windthorst,200.0
Valliant,680.0
Strandquist,50.0
Eddyville,1636.35
Slayton,1210.69
Papaaloa,520.0
East Durham,233.84
Westview,200.0
Taiban,0.0
North Walpole,95.0
Spencertown,147.0
Allison Park,13618.910000000002
Adelphi,50.0
Ocean Park,1365.1
Lewis Center,14580.470000000003
Morton Grove,26972.250000000004
Ethel,1378.34
Morriston,105.0
Southwest Harbor,280.0
Live Oak,5440.95
Newfoundland,2039.8899999999999
Kinards,639.8
Cicero,19369.570000000003
Piermont,2962.0
Felton,19683.890000000003
Noorvik,310.0
Oak View,3635.1400000000003
Stockton,134261.68000000002
Rhineland,1565.8600000000001
Cavalier,749.59
Badin,225.0
North Garden,554.0
Berkeley,504696.2600000002
Shoreline,50.0
South San Francisco,135342.5600000001
Panna Maria,100.0
Mount Vision,50.0
Street,1319.94
Middle Brook,25.0
West Medford,140.0
North Canton,25.0
Alpena,11307.62
Gradyville,50.0
Gallant,285.0
Poughkeepsie,112711.49999999999
Malaga,1210.47
Santa Fe,133729.88000000006
Buckhead,602.96
Twin Mountain,187.0
Hookerton,410.0
Willow Lake,740.44
Eltopia,399.0
Lajas,144.0
Taft,9463.72
Gillsville,430.0
Copeville,10.0
Trevor,2723.7
Meridianville,1516.9499999999998
Palatine,80972.19999999997
Jameson,50.0
Broken Bow,4079.27
Connellys Springs,2951.45
Harrington,2504.84
Wisner,275.0
Newcastle,21913.71
Eveleth,664.94
Teton Village,190.0
Raphine,151.0
Wurtsboro,566.0
Bennington,11564.880000000001
Ewan,25.0
Readsboro,884.9200000000001
Port Costa,595.7199999999999
Staunton,31906.16999999999
Sopchoppy,1606.77
McDade,1509.82
South Cle Elum,300.0
Fanshawe,25.0
Schley,500.0
Dresser,290.0
Monongahela,3258.3500000000004
Pellston,1006.74
Reedsburg,6555.92
Simonton,1581.01
Lake Wales,11332.49
Startup,35.0
Coeymans Hollow,37.47
Baden,4969.82
Bicknell,650.0
Tescott,250.0
Sherrill,1337.58
Beechgrove,120.0
Green Harbor,210.0
Emporia,20919.760000000002
Worth,1387.28
Zeigler,325.0
Thornburg,20.0
Goetzville,206.1
Trout Run,415.0
Whiteford,174.0
Heathsville,755.41
Penngrove,3838.8799999999997
Monette,3405.5699999999997
Campbell Hill,1022.1200000000001
Monetta,381.0
Duson,5201.700000000001
Park Hills,4192.9
North Chicago,800.0
Beach Lake,0.0
Tama,460.99
Anadarko,2408.11
Mayview,368.64
Northeast Harbor,100.0
Beaver Bay,50.0
El Sobrante,53948.23
Braceville,5.0
Veribest,100.0
Westley,20.0
Bremen,12228.92
Ewen,20.0
North Palm Beach,31172.79
Hendricks,694.88
Basehor,2953.5
Nallen,35.0
Mcintosh,25.0
Maysville,14595.14
Cedar Crest,1261.45
Tuba City,295.0
Scottsburg,6434.12
Hickory Plains,7.0
Artesian,271.65
Big Flats,1841.53
Lowell,92717.9
Merrifield,2909.66
Lake Elmore,175.0
Pasco,18363.09
Holtsville,4190.82
Islip Terrace,5344.74
Ocean Shores,3668.8
Wever,88.87
Shelocta,594.13
Boothbay Harbor,799.0
Goldonna,75.0
Muses Mills,100.0
Taos,8593.01
Steeleville,25.0
Roper,1272.1399999999999
Deansboro,100.0
Burt Lake,100.0
Watsontown,702.09
Cheney,15620.41
North Miami,285.0
Paintsville,489.0
Luthersville,496.13
Mangum,217.21
Prineville,3227.3900000000003
Marilla,374.0
Spencer,29178.529999999995
Slatersville,917.9599999999999
Nogal,20.0
Brownfield,883.8199999999999
Garden Grove,117184.68000000005
Box Springs,977.62
Leverett,5764.049999999999
Camp Douglas,3378.68
Coalville,439.99
Iroquois,1116.22
Bramwell,20.0
Charlemont,485.0
San Ramon,164312.74000000002
New Smyrna Beach,20745.729999999996
Moscow,31814.900000000005
Nerstrand,533.15
Tallahassee,138148.79000000007
Mapleton Depot,335.94
Spurlockville,40.0
Elsie,110.0
Egg Harbor,483.54
Tennessee Colony,199.0
Pitsburg,80.0
Trumansburg,2034.0
Richwoods,405.0
Rothville,80.0
Palmersville,65.0
Arrowsmith,25.0
Cashton,229.0
Halsey,95.0
Killarney,0.0
Wakarusa,2929.96
Bohemia,5704.819999999999
Lockhart,4568.91
Amagansett,852.9300000000001
White Mountain Lake,60.0
Stony Creek,1560.46
Stevens Point,12053.62
Coffeen,165.0
Barbeau,133.63
Eaton Center,25.0
Graceville,1126.8600000000001
Kissimmee,128359.97000000002
Ackley,574.13
Sadler,225.0
Iowa City,58175.09
Marsing,625.0
Cayuga,1448.1
Wabasso,1562.19
Swea City,25.0
Billings,134815.35000000003
Collegeport,100.0
Holyrood,25.0
Three Rivers,29258.519999999997
Graford,1953.49
Ceredo,210.0
Tate,631.99
Elliston,320.0
Stephentown,270.0
Oakton,27759.45
Efland,5083.36
Aldrich,100.0
Aibonito,10.0
Sawyerville,445.0
Carrington,50.0
Meadow Lands,0.0
Saint Croix Falls,5533.64
Greybull,650.0
Blakesburg,221.68
Big Creek,580.0
Moriches,619.38
Damascus,17618.74
Deerwood,679.9699999999999
Mahwah,15167.089999999998
Ithaca,70540.2
Barryton,130.0
Bladen,425.0
Inavale,50.0
Otis,2280.8
Hornbrook,200.0
Dannebrog,286.8
North Palm Springs,600.0
Waubun,570.05
Center Harbor,1317.5699999999997
Lady Lake,9517.56
Sherman,27062.77
Manzanola,955.0
La Pointe,231.0
Slinger,4198.42
Wolfeboro Falls,382.28
Lake Hughes,344.21000000000004
Lee,5015.129999999999
Harviell,215.0
New Canton,665.09
Pelion,2971.81
Easton,85448.83999999997
Leo,1093.27
Wallisville,149.0
Smiths Grove,1350.8899999999999
Indian Head,1889.14
Prescott,42442.700000000004
Murfreesboro,105106.78
Potsdam,4693.38
Provencal,50.0
Rock Hall,731.3199999999999
Tobaccoville,1830.13
Toomsuba,380.0
Mesilla,2956.36
Reinholds,1249.3400000000001
Biglerville,1320.46
Lillie,65.0
Akeley,175.0
Fortson,7786.599999999999
New Holland,1881.42
Rathdrum,3343.01
Robins,4067.15
Champlin,7019.28
Tahoe City,970.0
Sun City,53225.490000000005
Babson Park,6913.13
Wapello,350.0
Barnwell,10831.91
Crompond,25.0
Belmar,17919.659999999996
Crownpoint,850.0
Lutherville Timonium,88329.65000000004
Isleton,551.3299999999999
West Blocton,120.0
Grove Hill,195.0
Buckatunna,300.0
Drexel Hill,62776.43000000001
Collegeville,74003.71
Thurston,82.59
New Brunswick,9976.23
Eaton Park,235.0
Cabin John,11392.180000000002
Redfield,2278.0
Weeping Water,30.0
South Berwick,1660.19
Chokio,50.0
Puposky,10.0
Elsah,395.09
Little Chute,2043.77
Port Alsworth,50.0
Startex,199.86
Ookala,70.0
Chavies,100.0
Clinton Township,40277.49
Pevely,1312.16
Tallman,10.0
Davisboro,100.0
Island Lake,3497.88
Challis,1164.03
Mullin,205.27
Kipnuk,214.82
Reynolds,9145.34
Apple Springs,100.0
Martin,7398.82
Chester Heights,25.0
Buckhannon,5278.860000000001
Four Oaks,8617.08
La France,70.0
Philomath,5149.28
Chenoa,695.0
Rosemount,11113.409999999998
Shalimar,6006.68
Parnell,201.79
West Burke,684.64
Seaside,16299.079999999998
New Baden,4068.87
Denville,17580.489999999998
Nelsonville,665.4
Melville,16894.080000000005
Hattieville,486.0
Hedrick,125.0
Gilcrest,1003.9799999999998
Blossburg,277.0
Marathon Shores,10.0
Travelers Rest,24447.390000000003
East Moline,10134.829999999998
Woodcliff Lake,11741.789999999999
Essington,1142.01
Marietta,350230.9400000002
Funkstown,105.0
Spring Green,4592.570000000001
Yadkinville,25780.710000000003
Yorktown,54192.830000000016
Dana Point,20257.640000000003
Cedar Grove,19243.119999999995
Cambridge City,838.54
Braselton,9175.64
Goldendale,4585.1
Sugar Tree,339.70000000000005
Defiance,5795.06
Belfair,4488.379999999999
Yazoo City,18222.579999999998
Bemidji,28958.16
Bee Branch,225.0
Leaf River,435.0
Herman,420.0
Icard,160.0
Jean,275.0
Moclips,0.0
Saint Edward,934.55
Carbondale,751694.8900000008
Carl Junction,9954.979999999998
Clintondale,904.27
Anchorage,351446.0400000001
Dierks,397.0
Bloomingdale,34594.45999999999
Frontenac,6239.280000000001
Lake Cormorant,5425.75
Declo,585.04
Coalton,65.0
Guysville,110.0
South Deerfield,1886.8400000000001
Pointe A La Hache,50.0
Hardin,2474.55
El Nido,144.0
Loa,60.0
Rolesville,6709.699999999999
Smiths,10572.429999999998
Benson,13603.35
North Ferrisburg,636.0
Thonotosassa,4501.86
Wrightwood,9938.02
Whiting,17157.55
Rougemont,9984.17
Tunnel Hill,714.64
Glennie,557.76
Nekoosa,1565.28
Days Creek,1137.48
Sublette,1257.84
Middle Haddam,179.07
Guayama,114.0
Pine Level,1112.0
South Burlington,33814.31
Putnam Valley,11475.049999999997
Franklin Lakes,13711.59
Milltown,8550.76
Broadwater,119.82
Hilliards,1685.0
Hermon,75.0
Kathleen,12004.09
Salters,278.0
Chicago Park,600.0
Ronceverte,1040.0
Otto,275.0
Waubay,50.0
Claypool,1323.81
Lewes,23530.49
Gadsden,19924.570000000003
Wallkill,6759.969999999999
Cobleskill,3368.46
Bargersville,5837.57
Galesville,856.97
Walnutport,1771.84
West Frankfort,1005.84
Geismar,4136.83
Michigamme,200.0
Bertrand,320.0
Tallassee,2748.3199999999997
Chamois,50.0
Eustace,3373.8
Dillsburg,4271.66
Hunlock Creek,549.8100000000001
Altamonte Springs,44454.13999999998
Peoria,222681.08
Cactus,25.0
Gustine,2069.9
Warner Springs,1355.24
Antonito,280.0
Poteet,633.0
Marshall,49317.960000000014
San Pedro,339119.80000000005
Mifflin,115.0
Ulster Park,14235.560000000001
Green City,170.0
Dickson City,530.0
Deep River,4791.2
Ferndale,47461.130000000005
Port Jefferson,10052.94
Kulpsville,150.0
Grangeville,1123.6499999999999
Red Boiling Springs,355.0
Cross,404.19
Conesus,175.0
Westwood,36042.759999999995
Tenafly,11134.18
Earth,272.01
Nortonville,144.36
Poteau,3449.61
Premont,1350.31
Bonne Terre,2972.29
Woodleaf,26782.559999999998
Rollingstone,386.60999999999996
Hartsdale,25390.55
Mount Carroll,1994.9
Cheltenham,12926.099999999999
Sycamore,29253.57
North Sioux City,9975.68
Lewis,920.0
Selmer,2434.76
Parkville,30786.849999999995
Covington,109686.47
Fayette,4748.09
Apple Creek,1640.2
Millstadt,8049.589999999998
Green Pond,537.1800000000001
Tavares,25920.030000000002
Boyne City,6220.04
Deer Trail,1590.62
Biggers,10.0
Kenosha,71695.83999999998
Bluff City,2319.59
North Dighton,1588.69
Vandemere,50.0
Linville,2793.79
Falls,130.0
Quinton,6197.49
Beaumont,69796.10999999999
Sixes,50.0
Silvis,4858.250000000001
Vinemont,1734.19
Husser,50.0
Hannawa Falls,155.0
Paradise,21163.149999999998
Jelm,25.0
Winnisquam,25.0
Warrens,699.0
Papineau,100.0
Dalton City,233.02
Langsville,25.0
Annawan,1250.0
Christine,150.0
Golden Eagle,185.0
Saint Benedict,72.56
Avondale,29829.89
Ivydale,0.0
North Berwick,1520.0
Port Charlotte,25665.289999999994
Valley Stream,29191.760000000006
Inyokern,665.67
Provincetown,1296.99
Netarts,107.0
Gerry,347.49
Stone Harbor,525.0
Swiftwater,9939.82
Gardnerville,6527.540000000001
Earth City,25.0
Jena,1480.18
Maineville,31852.000000000004
Durango,36581.15999999999
Bosworth,230.0
Pelham,83265.09000000003
Helix,190.0
Milton,220743.67999999993
Canton,319029.0200000002
Starford,50.0
Fairfax Station,46359.729999999996
Idalia,25.0
Branford,29120.290000000005
Mackville,40.0
Hartland Four Corners,40.0
Johannesburg,502.35
New Bremen,282.0
Ledbetter,522.91
Fuquay Varina,27119.639999999992
Hatboro,23518.18
Pultneyville,850.0
New Stuyahok,413.04999999999995
Berkshire,205.0
Wrangell,1237.56
Struthers,684.0
Pippa Passes,1858.58
Summerland Key,3520.46
Alkol,10.0
Elephant Butte,132.0
Isola,50.0
Mount Pleasant,242085.38000000003
Black Eagle,150.0
Scribner,0.0
Kannapolis,47655.740000000005
Marrero,17870.359999999997
Highland Springs,17240.63
Menasha,8499.24
Mountain Ranch,899.62
Big Bend,1428.81
Spicer,1531.47
Chugwater,70.0
Byron Center,21049.350000000006
Talbott,2081.95
Old Bridge,20184.979999999996
Fulton,65853.28000000001
Mount Auburn,115.0
Mountainside,54594.35999999999
North Street,673.99
Washington Crossing,4461.06
Lahoma,130.0
Woodbury Heights,5952.389999999999
Park Rapids,7204.349999999999
Blackburn,0.0
Howard Lake,773.52
San Jacinto,6063.22
Ballston Spa,13946.550000000001
Elton,95.0
Youngstown,78614.49000000002
Rainbow,538.67
Signal Mountain,16485.269999999997
Barnardsville,770.0
North Easton,18319.45
New Cumberland,7851.260000000001
Richford,1462.6399999999999
Haleyville,763.0
Ferrysburg,60.0
Garden,25.0
Westmoreland City,250.92000000000002
Chickamauga,1523.45
Pleasant Valley,6429.17
Berkley,25318.879999999997
Agawam,5211.4400000000005
Eaton,6635.7
Mardela Springs,100.0
Mount Tremper,358.0
Utuado,155.0
Ouray,170.37
Lucien,33.92
Steeles Tavern,0.0
Duck,278.42
Loris,10506.87
Des Lacs,79.62
Doddridge,160.0
West Sunbury,410.53
Harperville,55.0
Valley View,3332.44
Casselton,855.0
Keatchie,187.0
Fogelsville,902.23
Cuttingsville,190.0
Beverly Shores,2023.0199999999998
Germanton,693.38
Duff,106.0
Shannock,45.0
Algonac,3138.39
Edgewood,7948.380000000001
Selah,9056.0
Orick,50.0
Thompsons Station,5041.39
Scarsdale,124059.08000000002
Beaver Springs,100.82
Rockwell,7651.54
West Sand Lake,2236.14
Pownal,1630.0
Clifton Springs,2113.95
Otwell,164.0
Parks,285.0
Parma,3461.99
May,247.08
Max,0.0
Moab,7208.209999999999
Gilbert,181369.95000000004
Escanaba,10382.87
Hindman,4243.46
Idalou,524.0
Fawnskin,613.0
Donalds,477.0
Portage Des Sioux,100.0
Shinglehouse,329.45
Robesonia,2893.67
Couderay,118.24000000000001
Scheller,60.0
Longport,788.0
Wynne,1947.5
Los Olivos,294.14
Stephens,257.72
Sumava Resorts,25.0
Crocketts Bluff,50.0
Darragh,110.0
Tignall,175.0
Bellefontaine,2573.33
Saint Germain,130.0
Alexander City,3209.1800000000003
Boaz,6992.0
Rembert,485.44
Aviston,1179.04
West Dover,254.84
Alta Loma,57094.62000000001
Lonaconing,395.0
Brixey,35.0
Aberdeen,30152.289999999994
Fort Hancock,238.43
Kramer,99.0
West Linn,41555.99999999999
Saint Martinville,1685.41
West Hills,44766.580000000016
Wynot,20.0
Seaman,50.0
Tupper Lake,3748.46
Bellville,5747.29
Decaturville,285.64
Corozal,225.0
Deerfield,91292.74
Tariffville,311.0
Ridley Park,11090.460000000001
Manderson,50.0
Cleghorn,50.0
Mcallen,42141.4
Mechanicville,5862.44
Camanche,470.0
Scipio,40.0
Moraga,40101.740000000005
Jeffersonville,37341.25
Lyons,8454.75
Island Pond,30.0
Avon Lake,20585.149999999998
Brimfield,2952.2100000000005
Tridell,285.0
Refugio,616.32
Ludlow,19254.85
Geddes,121.0
Gamaliel,1279.47
Nunapitchuk,165.0
Central Islip,9976.460000000001
Gagetown,450.0
Alba,1231.8899999999999
Burnside,80.0
Middleton,86628.87000000002
Saxapahaw,66.0
Highland,93735.52999999998
Tell City,1838.0
Lucan,135.0
Glasco,55.0
Redkey,181.62
Mode,315.0
Damariscotta,4505.89
Wahoo,305.0
Lucas,490.74
Duke,324.0
Preston Hollow,5557.6799999999985
Fiddletown,420.0
Elizabethville,442.62
Bedford,126200.71999999996
Paris,24714.310000000005
Lizton,700.0
Canovanas,275.0
Dunn,8036.710000000001
Fort Loramie,180.0
Winston,8049.820000000001
Iron Gate,115.0
Dedham,55613.53999999999
Attalla,585.0
Greenfield Park,75.0
Alda,10.0
Laughlin A F B,468.92
Lowry City,588.9300000000001
Grand Marsh,80.0
Mark Center,20.0
La Salle,8474.55
Osborn,214.0
Joshua,5074.910000000001
Beech Grove,11767.76
Cohoes,11726.809999999998
Alex,468.07
Winter Harbor,0.0
Skyforest,130.0
Grays River,25.0
Mount Aetna,15.0
Lorraine,61.0
Burwell,250.0
Calvert,468.44
Granger,42327.92999999999
Brewerton,1811.49
Waitsburg,50.0
Mio,4025.87
Blue Rapids,208.86
Wabasha,1832.0800000000002
Cranberry Lake,50.0
Chrisney,25.0
Orting,3153.69
Wittmann,2191.73
Enfield,36917.509999999995
Mount Marion,401.0
